GeneSymbol	Human	Chimpanzee	Pigtailed_macaque	Japanese_macaque	Rhesus_macaque	Cynomolgous_Mauritian	Cynomolgous_Chinese	Baboon	Sooty_mangabey	Marmoset	Squirrel_monkey	Mouse_lemur
FAR2	742	20	40	44	10	42	24	36	26	12	58	10
FARP1	4893	452	1186	660	798	1012	2334	2476	616	252	266	440
FARP2	4661	490	752	334	230	376	360	580	1026	636	182	526
FARS2	5119	478	1172	1092	520	944	1370	1170	646	1114	266	296
FARSA	15736	606	662	632	272	392	974	978	2402	560	648	540
FARSB	27363	1684	2580	2108	1226	2218	2848	2970	2554	1882	1082	3376
FAS	1023	114	54	28	16	22	32	24	50	32	20	0
FAS-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FASLG	0	2	2	6	0	0	0	0	0	6	0	4
FASN	7782	336	242	254	62	266	266	96	726	552	56	50
FASTK	7377	2600	2094	2482	1212	1902	3490	3460	694	1944	1444	940
FASTKD1	2388	698	1398	974	564	658	774	1066	208	324	44	68
FASTKD2	17589	3054	3498	2598	1238	2352	3404	4086	1556	866	660	26
FASTKD3	865	250	248	220	116	160	190	290	120	186	288	8
FASTKD5	12620	1250	1680	922	444	834	1368	1302	978	586	292	186
FAT1	2833	1150	964	906	806	770	1516	1830	3250	726	618	514
FAT2	138	10	4	96	4	6	4	8	6	0	6	16
FAT3	441	70	540	764	520	600	936	922	298	290	26	26
FAT4	2180	3482	1960	4378	2176	3986	5178	3674	5572	1442	2082	1954
FATE1	0	2	0	0	0	0	0	0	0	0	0	0
FAU	53961	2708	4422	3906	1796	4532	4900	3752	5146	7670	3366	5470
FAXC	170	18	30	12	10	18	38	52	24	26	0	88
FBF1	805	194	122	256	67	168	252	184	100	182	118	28
FBL	26928	424	730	1348	252	1244	918	578	1352	1460	998	1628
FBLIM1	947	42	26	16	24	18	38	142	134	22	0	0
FBLL1	98	4	0	0	0	0	2	0	30	2	2	2
FBLN1	20229	408	542	304	326	488	1132	922	1450	292	46	214
FBLN2	13844	3346	3824	1772	1744	2584	3468	3094	2834	650	678	184
FBLN5	17861	616	1530	696	508	630	964	922	1500	400	532	286
FBLN7	211	28	4	6	0	2	20	52	20	176	6	2
FBN1	17423	8554	16426	5302	10786	15326	5960	18434	17220	5402	5432	2288
FBN2	52	22	56	22	16	16	56	130	180	12	4	10
FBN3	2	36	2	0	4	4	0	110	2	2	4	2
FBP1	50	2	4	6	2	2	2	4	6	10	80	6
FBP2	3685	14406	9770	15464	14516	13202	21036	15463	5364	10042	6980	2798
FBRS	14625	326	206	226	26	128	294	294	610	304	444	160
FBRSL1	6637	280	126	164	54	172	380	252	702	78	48	6
FBXL12	1410	92	106	136	26	138	118	198	288	68	56	34
FBXL13	174	0	8	4	10	14	10	12	20	16	4	4
FBXL14	692	494	42	132	22	78	86	70	64	74	74	308
FBXL15	603	136	26	62	18	38	74	36	24	186	50	36
FBXL16	96	0	0	0	0	0	2	2	0	4	2	0
FBXL17	15891	2528	2454	2194	1796	2468	2306	3062	964	1024	1182	680
FBXL18	3463	484	130	208	68	128	198	186	156	150	112	32
FBXL19	335	46	62	158	30	92	156	110	60	104	36	140
FBXL19-AS1	158	18	12	12	12	6	4	8	12	6	0	2
FBXL2	48	38	26	22	28	46	20	50	36	32	16	4
FBXL20	9032	1148	1130	1036	652	960	1043	1564	3108	388	318	988
FBXL21	0	0	2	0	0	0	2	0	0	0	0	0
FBXL22	47	76	14	20	4	22	20	30	6	0	2	4
FBXL3	22758	2178	3622	1590	1054	2482	2954	3616	5934	826	554	1310
FBXL4	4258	2160	4066	7664	3740	6368	4664	2740	3458	1032	1420	910
FBXL5	47005	4060	7948	8584	3862	7576	8084	7806	5272	4368	3748	2870
FBXL6	635	32	106	104	40	108	130	98	144	104	58	4
FBXL7	2486	148	90	98	40	66	114	216	208	70	36	30
FBXL8	294	46	14	16	6	14	38	38	20	2	2	0
FBXO10	14704	906	1462	1382	536	870	1756	1616	3472	560	1410	1628
FBXO11	28577	1260	1980	1872	1032	2200	1794	2398	3488	1596	2156	4511
FBXO15	12	10	36	34	2	36	22	10	0	2	40	0
FBXO16	59	34	42	2	6	2	4	8	0	4	0	0
FBXO17	753	142	154	244	60	82	192	94	122	34	2	32
FBXO18	18857	1062	2062	1770	876	1180	2406	2106	1560	1170	876	574
FBXO2	133	70	2	0	0	4	2	2	2	10	4	2
FBXO21	24231	1924	6296	3814	1612	3222	4420	3980	2854	2148	2002	1826
FBXO22	3194	482	832	868	520	760	846	730	578	282	386	1460
FBXO22-AS1	401	0	4	6	14	6	20	4	0	2	0	10
FBXO24	65	0	2	8	4	10	0	6	0	0	0	16
FBXO25	9800	326	526	432	242	412	378	718	730	710	394	140
FBXO27	72	228	66	240	52	38	134	88	30	12	12	2
FBXO28	19653	2606	3580	2886	1324	3182	3128	3120	2492	2110	1370	1306
FBXO3	9278	2028	4154	3414	2340	3464	3990	3820	2130	2000	964	4225
FBXO30	38384	2138	5134	2278	1294	3048	2090	2574	28276	1958	708	3168
FBXO31	41020	2264	1050	2512	1044	1192	1736	1994	2362	448	404	394
FBXO32	1663654	77535	24844	28616	19968	39910	30754	32242	284302	10910	2734	54928
FBXO33	1571	482	500	468	154	360	340	580	800	404	508	418
FBXO34	34422	1984	2612	2262	1328	3762	3128	2864	810	558	506	206
FBXO36	404	24	66	48	38	54	56	102	96	0	4	6
FBXO38	18032	1532	2276	1850	1058	2078	2252	2666	4134	1792	1292	2596
FBXO39	0	4	4	0	6	2	4	2	6	0	4	0
FBXO4	557	114	684	190	88	354	214	624	446	464	320	1004
FBXO40	65505	25851	43878	37470	23738	29536	26287	59278	1366	4028	12550	850
FBXO41	113	4	6	0	4	0	2	6	2	2	4	0
FBXO42	14735	680	1538	1518	682	1332	1662	1844	1244	598	648	1318
FBXO43	0	2	8	38	0	2	2	4	4	4	0	0
FBXO44	366	186	180	134	62	132	172	176	56	140	88	10
FBXO45	8449	1976	640	818	312	726	828	861	536	464	320	210
FBXO46	2698	184	78	108	26	106	216	158	164	182	62	28
FBXO47	0	12	4	0	0	0	0	8	2	0	4	0
FBXO48	617	90	112	89	30	80	71	108	98	16	2	2
FBXO5	508	30	96	210	28	100	72	122	222	38	18	12
FBXO6	2255	216	154	362	126	248	306	304	66	102	10	10
FBXO7	10266	896	1056	866	504	906	978	1404	1736	420	290	466
FBXO8	2282	300	876	576	314	384	616	636	894	748	280	594
FBXO9	2764	1240	3428	3338	1598	3170	3008	2984	2992	966	1016	1690
FBXW10	106	106	0	4	0	0	2	20	2	20	34	2
FBXW11	31717	4124	4824	4554	2724	4602	5500	4918	3480	2640	1718	2716
FBXW12	0	6	0	0	0	0	0	0	0	2	0	0
FBXW2	11324	2826	1492	2342	1160	1998	2230	2076	3204	690	640	1332
FBXW4	34706	1298	1580	1762	1314	1356	1780	2298	1168	596	540	992
FBXW4P1	199	14	8	8	6	4	2	2	4	0	2	4
FBXW5	54922	3470	3195	3016	1224	3566	5022	6074	1262	1996	1346	1018
FBXW7	10896	2968	7978	4306	2832	2680	3762	4608	1958	2140	3314	3456
FBXW8	1895	266	452	618	194	288	416	348	248	164	210	682
FBXW9	527	26	14	20	14	14	10	24	46	6	6	2
FCAMR	0	0	0	4	0	0	0	0	0	0	0	8
FCAR	0	0	0	0	0	0	0	0	0	0	0	0
FCER1A	2	10	52	4	8	50	12	16	0	0	0	0
FCER1G	2258	10	114	24	14	94	54	88	96	24	10	14
FCER2	0	0	626	60	42	18	26	38	104	0	0	2
FCF1	6425	250	448	168	112	244	276	364	422	148	284	1358
FCGBP	172	365	43	70	30	46	131	92	141	12	4	2
FCGR1A	0	0	0	0	0	0	0	0	0	0	0	0
FCGR1B	92	0	12	0	6	6	12	10	34	10	0	0
FCGR1C	0	0	0	0	0	0	0	0	0	0	0	0
FCGR2A	1474	72	53	14	26	22	23	50	48	8	0	0
FCGR2B	1246	46	174	40	38	111	90	150	120	6	4	0
FCGR2C	228	22	24	8	16	20	0	36	22	12	2	0
FCGR3A	1285	20	6	12	4	10	4	14	62	0	2	0
FCGR3B	766	0	4	8	10	8	2	0	20	0	0	2
FCGRT	9076	416	990	672	334	790	1502	1638	1204	314	422	6
FCHO1	28	0	4	138	2	4	4	4	0	12	8	4
FCHO2	13093	716	1088	828	456	1184	874	1524	3074	1228	640	1386
FCHSD1	313	44	144	148	68	86	210	250	390	164	80	44
FCHSD2	9086	430	258	430	126	238	310	364	536	238	340	188
FCN1	43	2	22	6	2	0	2	6	8	30	6	0
FCN2	0	2	2	0	0	0	4	0	2	22	74	2
FCN3	829	0	458	50	54	138	536	194	56	124	384	2
FCRL1	0	0	10	20	0	8	2	0	0	2	0	0
FCRL2	0	0	0	2	0	0	0	0	0	0	0	0
FCRL3	0	0	0	12	2	6	0	14	0	0	0	0
FCRL4	0	0	0	0	0	0	0	0	0	0	0	0
FCRL5	0	0	4	2	6	18	6	8	12	0	0	0
FCRL6	88	2	0	2	0	0	4	2	0	0	2	0
FCRLA	184	0	10	6	2	14	2	0	2	0	2	0
FCRLB	0	0	0	0	0	0	0	0	0	0	0	2
FDCSP	0	0	0	0	0	2	0	0	0	0	0	0
FDFT1	45727	6672	3002	3406	2374	3012	2984	4280	1250	2504	1992	492
FDPS	6386	650	466	652	356	500	608	736	342	272	212	130
FDPSL2A	17	6	4	6	2	2	6	4	14	20	2	2
FDX1	11303	1754	3804	1926	944	2106	2670	3012	1226	322	446	1426
FDX1L	1091	90	102	136	62	68	98	96	66	32	34	6
FDXACB1	29	82	438	436	150	332	436	896	80	36	86	12
FDXR	2250	124	96	68	32	78	48	60	100	122	42	70
FECH	10685	2412	2918	1982	1474	1790	1964	3508	1682	1188	1248	853
FEM1A	325604	54220	15320	21736	10074	16614	27304	27308	5778	6204	3562	1342
FEM1B	30851	892	2488	2480	908	2582	2410	2764	3024	1808	1128	2950
FEM1C	26953	2032	2010	1890	1146	1568	2232	3166	1688	2532	1262	5738
FEN1	2973	410	948	828	294	912	864	388	802	82	74	230
FER	396	340	838	552	386	670	664	994	924	454	510	644
FER1L4	0	6	1	2	0	3	4	18	4	8	0	0
FER1L5	0	0	44	194	58	78	188	170	50	0	4	0
FER1L6	132	58	4	14	0	0	0	0	106	8	6	24
FER1L6-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FERD3L	0	0	0	0	0	0	0	0	0	0	0	0
FERMT1	54	18	2	6	24	28	6	0	6	2	0	0
FERMT2	15312	4424	5401	5016	2560	4902	5040	7644	3044	2752	2954	7256
FERMT3	528	160	26	290	14	42	26	22	70	58	24	30
FES	670	40	152	92	82	104	178	136	148	96	60	46
FETUB	0	0	2	0	0	0	4	0	4	0	0	0
FEV	0	0	0	0	0	0	0	0	0	0	0	0
FEZ1	2336	132	160	200	466	252	282	2472	1044	326	62	1300
FEZ2	21382	982	3586	1096	502	786	846	922	230	270	286	272
FEZF1	0	0	0	0	0	0	0	0	0	0	0	2
FEZF1-AS1	0	2	0	0	0	0	0	0	0	0	0	0
FEZF2	0	0	0	4	0	0	0	0	0	0	0	0
FFAR1	0	0	0	0	0	0	0	0	0	0	0	0
FFAR2	31	2	0	0	0	2	0	2	0	12	2	0
FFAR3	32	0	0	0	0	0	0	0	0	0	0	0
FFAR4	0	0	4	2	0	2	4	0	0	2	0	0
FGA	72	28	288	0	18	32	2	0	36	0	0	68
FGB	45	24	370	0	48	24	0	0	54	0	0	208
FGD1	725	32	6	20	16	18	24	50	40	72	78	42
FGD2	81	8	12	42	22	16	20	10	26	10	18	2
FGD3	141	12	44	334	418	16	52	4	22	10	14	16
FGD4	17181	1928	2928	1044	692	584	1134	1520	2826	2854	1114	1196
FGD5	1873	256	818	578	430	458	1142	958	1260	408	348	6
FGD5-AS1	55805	6594	806	1150	558	832	916	1122	904	34	4	6
FGD5P1	51	32	6	10	6	6	12	10	8	20	4	0
FGD6	2143	622	696	1132	400	1002	728	1322	802	1204	478	496
FGF1	2079	768	1567	1504	326	658	604	1186	322	300	338	20
FGF10	26	44	18	16	8	22	28	8	16	4	0	12
FGF11	2007	220	28	12	2	6	16	40	16	46	4	8
FGF12	468	30	40	34	42	48	80	120	22	72	60	4
FGF13	6630	1050	918	1132	746	1106	802	1032	766	656	370	1560
FGF13-AS1	0	4	0	0	0	0	0	2	0	0	0	0
FGF14	73	6	2	2	0	0	2	84	28	0	0	4
FGF14-AS2	466	62	0	2	0	0	0	0	2	0	0	0
FGF14-IT1	0	4	4	2	4	0	2	108	36	0	0	2
FGF16	0	0	0	0	0	0	0	0	0	0	0	0
FGF17	0	0	0	0	0	0	0	0	0	0	0	0
FGF18	12	28	8	4	8	22	12	26	38	66	16	10
FGF19	0	0	0	0	0	0	0	0	0	0	0	0
FGF2	3395	350	548	228	270	336	414	340	742	84	56	38
FGF20	0	0	0	2	0	0	0	0	0	0	6	10
FGF21	40	0	0	0	0	0	0	2	0	0	0	16
FGF22	0	0	0	0	0	0	2	0	0	0	0	0
FGF23	0	2	0	10	0	2	4	0	0	0	8	0
FGF3	1	0	0	0	2	0	0	0	2	6	0	0
FGF4	0	0	0	0	0	0	0	0	0	0	0	0
FGF5	0	4	6	6	6	11	2	5	18	4	4	0
FGF6	0	52	260	84	12	32	108	76	4	96	24	14
FGF7	3841	60	308	86	132	200	214	207	281	234	152	96
FGF8	0	0	0	0	0	0	0	0	0	0	0	0
FGF9	152	124	40	22	10	38	104	24	42	22	40	46
FGFBP1	106	0	2	0	0	0	0	0	10	0	4	0
FGFBP2	86	58	0	0	0	0	0	0	2	0	2	0
FGFBP3	334	18	44	46	32	46	112	88	92	14	2	0
FGFR1	9994	1220	1126	862	620	898	1530	1576	3454	1012	546	296
FGFR1OP	584	566	542	594	246	432	530	686	308	248	182	252
FGFR1OP2	10325	1332	1512	1226	564	1036	1414	1252	906	862	512	628
FGFR2	240	10	6	26	10	4	48	16	64	44	14	2
FGFR3	116	24	24	60	14	20	62	120	76	16	38	2
FGFR4	228	42	42	28	6	64	40	130	70	78	36	28
FGFRL1	5172	296	50	80	14	78	156	172	388	40	58	18
FGG	29	14	354	0	58	42	2	0	24	0	16	142
FGGY	5029	492	646	520	278	462	570	660	598	804	252	578
FGL1	5	2	24	4	2	2	2	0	6	0	0	8
FGL2	3259	316	1580	1210	1520	2396	1362	2258	2328	394	284	448
FGR	814	18	68	28	8	70	64	82	76	28	20	102
FH	36206	4446	8954	4486	3390	5292	6942	9600	1368	2716	3160	4378
FHAD1	48	2	6	6	4	0	2	6	2	6	20	0
FHDC1	105	88	42	14	10	28	8	88	48	12	4	2
FHIT	582	54	20	44	24	26	50	56	16	6	4	28
FHL1	1797414	452365	557490	406022	146802	315727	357985	733275	39154	47088	215981	98722
FHL2	5884	152	3060	130	30	46	240	172	238	20	50	374
FHL3	370894	7288	1814	2230	1200	4482	4778	5400	502	836	4220	354
FHL5	5110	464	466	300	174	312	390	872	258	180	100	52
FHOD1	40300	2814	2286	3358	2568	3304	4566	3830	2806	864	2488	718
FHOD3	7280	8375	3945	3388	1724	2136	3774	6522	382	1752	5612	280
FIBCD1	0	0	0	0	0	0	0	0	0	4	0	0
FIBIN	7352	24	332	202	98	340	810	386	586	136	52	62
FIBP	7297	676	888	1132	612	882	1418	1572	622	1320	704	1382
FICD	768	34	72	74	42	108	120	146	102	174	168	250
FIG4	6475	636	550	494	316	432	520	580	306	674	624	1304
FIGF	2030	22	116	42	22	42	60	6	34	4	16	8
FIGLA	0	0	0	0	0	0	0	0	0	0	0	0
FIGN	633	260	120	158	134	214	272	216	210	218	256	184
FIGNL1	1944	186	384	270	114	260	278	172	250	192	202	68
FIGNL2	2	8	4	6	4	20	20	14	24	14	4	0
FILIP1	31470	7712	17832	10948	7438	12334	15381	23950	23475	10580	7280	16002
FILIP1L	9153	15222	18567	34148	18838	28856	29603	35136	5192	4806	6986	1618
FIP1L1	10201	913	1114	1132	512	1178	1070	1448	1764	756	4186	3924
FIS1	17045	2796	4182	4089	2156	3472	4600	5270	4480	1368	1654	2948
FITM1	8857	2166	1626	2230	1288	3100	3402	4430	512	1150	938	736
FITM2	903	136	246	232	144	314	324	320	130	230	284	28
FIZ1	2397	122	160	264	78	134	242	224	136	18	46	42
FJX1	441	4	26	48	28	26	50	20	78	16	24	82
FKBP10	0	0	0	0	0	0	0	0	0	0	0	0
FKBP11	171	8	18	10	12	14	20	18	24	60	44	14
FKBP14	1897	290	150	112	78	138	130	232	70	210	86	38
FKBP15	16102	934	1096	1320	688	972	1286	1456	1486	1634	484	1012
FKBP1A	34694	1078	1036	1442	506	1296	1608	1268	838	826	590	1379
FKBP1A-SDCBP2	279	0	0	0	0	0	0	0	0	0	0	0
FKBP1AP1	420	0	0	0	0	0	0	0	0	64	8	94
FKBP1B	249	2	24	4	0	2	16	6	8	10	4	0
FKBP2	2848	190	394	298	168	236	446	360	124	394	256	600
FKBP3	24026	5048	9762	8156	2872	6462	7252	6614	3476	2642	3702	5058
FKBP4	83884	10858	2846	4050	1906	2168	4364	4518	1600	952	768	3048
FKBP5	321263	2058	6447	7102	1724	10102	23238	7844	29628	11458	3964	7978
FKBP6	0	0	0	0	0	0	0	0	0	0	0	0
FKBP7	1148	264	44	20	34	68	54	70	40	64	8	12
FKBP8	27262	1942	2558	2912	1404	2536	3738	2736	1376	1430	1540	412
FKBP9	15047	904	696	390	568	652	674	850	668	280	286	244
FKBP9L	2987	136	282	178	202	260	324	274	242	42	24	14
FKBPL	844	32	144	126	82	136	158	178	94	40	30	72
FKRP	3703	360	428	346	172	240	460	408	256	178	118	52
FKSG29	0	18	14	6	2	4	6	6	2	0	0	0
FKTN	2859	1236	866	634	362	738	644	680	420	848	656	346
FLAD1	7216	600	904	750	406	532	1036	980	520	366	328	1028
FLCN	7805	460	1230	586	230	434	758	746	742	444	326	680
FLG	11	0	0	14	0	0	0	0	0	0	0	0
FLG-AS1	0	0	2	0	0	0	0	0	0	0	0	0
FLG2	0	0	2	44	4	2	0	0	2	0	2	0
FLI1	5025	198	662	504	212	432	662	984	870	720	456	326
FLI1-AS1	193	8	4	2	2	2	12	10	6	0	0	0
FLII	300126	8914	14761	11434	3648	5306	9176	9616	7300	5994	8503	14832
FLJ10038	2670	182	162	232	60	132	126	200	424	134	44	32
FLJ11235	66	0	0	0	0	0	0	0	0	0	2	0
FLJ12334	18	2	0	0	2	0	16	2	0	0	0	0
FLJ12825	0	2	0	4	4	10	4	0	2	0	2	0
FLJ13197	112	10	4	8	4	4	6	14	7	6	0	0
FLJ13224	13	0	2	0	0	0	0	0	2	0	0	0
FLJ14107	0	6	12	26	8	16	36	20	52	2	0	0
FLJ14186	1152	49	0	0	0	0	0	0	0	0	0	0
FLJ16126	0	0	0	0	0	0	2	0	0	0	0	0
FLJ16171	0	0	0	0	0	0	0	0	0	2	0	0
FLJ16341	1	0	0	0	0	0	0	0	0	0	4	0
FLJ16779	15	6	0	0	2	0	0	0	2	0	0	0
FLJ20021	418	4	2	4	10	18	4	0	8	4	2	0
FLJ20444	0	0	0	0	0	0	0	0	0	0	0	0
FLJ20464	126	26	18	18	6	24	16	12	34	12	4	0
FLJ20518	0	0	0	0	0	0	0	0	0	0	0	0
FLJ20712	0	0	0	0	2	0	0	2	2	0	0	0
FLJ21369	506	50	156	104	46	70	76	60	68	12	16	0
FLJ21408	0	0	0	0	0	0	0	0	0	0	0	0
FLJ22184	6	0	2	4	0	2	0	0	2	0	0	0
FLJ22447	0	4	0	0	0	2	0	0	2	0	0	0
FLJ22763	0	0	0	0	0	0	0	0	0	0	0	0
FLJ23152	0	0	26	2	20	4	0	2	2	0	0	0
FLJ23867	1257	12	68	22	30	30	56	52	40	0	0	0
FLJ25328	0	0	0	0	0	0	0	0	0	0	0	0
FLJ25363	0	0	0	0	0	0	0	2	0	0	0	0
FLJ25715	15	0	0	0	2	2	0	2	0	0	0	0
FLJ25758	0	0	0	0	0	0	0	0	0	0	0	0
FLJ26245	0	0	0	0	0	0	0	0	0	0	0	0
FLJ26850	0	2	0	0	0	0	0	4	0	0	0	0
FLJ27243	0	0	0	0	0	0	0	0	0	0	0	0
FLJ27255	1672	28	0	0	0	0	2	0	0	0	0	0
FLJ27352	927	52	56	48	36	78	22	32	20	108	0	4
FLJ27354	0	0	8	4	0	2	4	12	6	0	0	0
FLJ30064	469	30	0	0	0	0	0	0	0	0	0	0
FLJ30375	0	0	0	0	0	0	0	0	0	0	0	0
FLJ30403	87	8	0	0	0	0	0	0	0	0	0	0
FLJ30679	0	2	0	2	0	2	4	0	0	0	0	0
FLJ30838	7	2	0	0	2	2	0	0	4	0	0	0
FLJ31104	4	24	0	2	2	2	6	2	8	4	0	0
FLJ31306	1885	400	98	142	56	116	132	76	80	4	2	6
FLJ31356	387	102	2	2	2	2	4	2	114	0	2	0
FLJ31485	161	68	142	14	102	16	42	88	58	0	0	0
FLJ31662	22	66	6	2	0	4	0	4	4	0	6	0
FLJ31945	112	68	30	4	12	24	40	16	20	0	6	2
FLJ32154	0	0	0	0	0	0	0	0	0	0	0	0
FLJ32255	0	0	0	0	0	0	0	0	0	0	0	0
FLJ32756	0	0	0	0	0	0	0	0	0	0	0	0
FLJ32790	6	0	0	0	0	0	0	0	0	0	0	0
FLJ32955	0	0	0	0	2	0	0	4	0	0	0	0
FLJ33065	0	0	0	0	0	0	0	0	0	0	0	0
FLJ33360	56	0	0	0	0	0	0	0	0	0	0	0
FLJ33534	0	0	0	0	0	0	0	0	0	0	0	0
FLJ33581	9	0	0	0	0	0	0	0	0	0	0	0
FLJ33630	1190	98	32	6	26	62	34	16	58	26	4	2
FLJ34208	11	0	0	0	0	0	0	0	0	0	0	0
FLJ34503	0	0	0	0	0	0	0	0	0	0	0	0
FLJ35024	126	10	2	0	0	6	0	4	0	2	0	0
FLJ35282	0	0	2	0	0	0	0	0	0	0	0	0
FLJ35390	1901	38	0	0	0	0	0	0	0	0	0	0
FLJ35424	0	0	0	0	0	0	0	0	0	0	0	0
FLJ35816	0	2	0	0	0	0	0	0	0	0	0	0
FLJ35946	92	2	6	4	0	2	12	10	42	4	0	0
FLJ36000	0	0	0	0	0	0	0	0	0	0	0	0
FLJ36777	113	0	0	0	0	0	0	0	0	0	0	0
FLJ37035	219	4	0	2	2	4	0	2	0	0	6	0
FLJ37201	51	302	212	82	48	134	84	316	86	4	0	4
FLJ37453	1139	180	0	4	2	2	2	2	4	0	0	0
FLJ37505	0	0	0	0	0	0	0	0	0	0	0	0
FLJ37644	1219	280	56	28	6	26	24	36	0	0	0	0
FLJ37786	0	0	0	0	0	0	0	0	0	0	0	0
FLJ37798	772	76	92	112	26	134	100	100	164	0	10	0
FLJ38109	0	6	0	0	0	0	0	0	0	0	0	0
FLJ38379	0	0	0	0	0	0	0	0	0	0	0	0
FLJ38576	0	0	4	2	2	0	2	0	2	0	0	0
FLJ38717	0	0	0	0	0	0	0	0	0	0	0	0
FLJ38723	0	0	0	0	0	0	0	0	0	0	0	0
FLJ39051	47	0	0	0	0	0	0	0	0	0	0	0
FLJ39080	0	0	0	0	0	0	0	0	0	2	0	0
FLJ39534	178	22	16	24	8	12	10	4	14	0	2	0
FLJ39632	133	0	2	0	0	0	0	0	0	0	0	0
FLJ39639	136	8	6	4	8	0	0	2	34	2	0	0
FLJ39653	0	0	0	0	0	0	0	0	0	0	0	0
FLJ39739	34550	91	54	70	18	54	68	130	64	44	56	2
FLJ40194	0	0	0	0	0	0	0	0	0	0	0	0
FLJ40288	0	0	0	0	0	0	0	0	0	0	0	0
FLJ40292	363	42	4	6	2	2	8	2	10	0	0	0
FLJ40448	28	2	0	0	0	0	0	2	2	0	0	0
FLJ40852	124	80	206	36	56	12	6	26	12	2	4	0
FLJ41200	0	4	4	4	0	0	0	2	2	2	0	0
FLJ41278	0	0	0	0	0	0	2	0	2	0	0	0
FLJ41309	49	4	18	18	6	16	90	6	6	0	2	0
FLJ41350	532	206	20	32	6	32	30	54	14	6	2	0
FLJ41423	0	0	0	0	0	0	0	0	0	0	0	0
FLJ41649	0	2	0	0	0	0	0	0	0	0	0	0
FLJ41733	0	0	0	0	0	0	0	0	0	0	0	0
FLJ41757	0	0	0	0	0	0	0	0	0	0	0	0
FLJ41941	326	158	2	0	0	0	0	0	0	0	0	0
FLJ42102	8	2	0	0	0	0	0	0	0	0	0	0
FLJ42280	0	0	0	0	0	0	0	0	0	0	0	0
FLJ42289	293	4	0	0	0	0	0	0	0	0	0	0
FLJ42351	248	42	2	0	0	0	0	8	0	2	0	0
FLJ42393	108	42	120	36	38	16	28	68	54	2	6	2
FLJ42627	2026	66	46	14	18	18	32	48	34	0	0	2
FLJ42709	0	14	14	12	6	8	10	12	10	0	4	0
FLJ42842	0	4	0	4	2	14	8	6	2	2	8	0
FLJ42875	12	2	2	2	0	0	2	2	4	0	0	0
FLJ42969	0	0	0	0	0	0	0	0	0	0	0	0
FLJ43315	0	46	0	0	0	0	0	0	0	0	0	0
FLJ43663	13056	46464	21647	16413	6236	30466	14312	27775	94090	4843	1586	440
FLJ43681	336	10	0	2	0	2	0	0	2	0	0	0
FLJ43763	0	0	0	0	0	0	0	0	0	0	0	0
FLJ43860	17	0	0	0	0	0	0	0	0	0	0	0
FLJ43879	14	0	0	0	0	0	0	0	0	0	0	0
FLJ44006	0	0	4	10	18	12	8	6	62	0	0	0
FLJ44313	0	2	0	0	0	0	0	0	0	0	0	0
FLJ44342	1946	300	422	542	296	656	882	538	1490	82	132	12
FLJ44511	100	34	10	8	6	8	14	6	34	2	0	0
FLJ44635	4452	2	9510	8394	3620	6392	7470	11834	2284	3828	2411	2944
FLJ44790	0	38	0	4	0	2	0	0	0	0	0	0
FLJ44838	0	0	0	0	0	0	0	0	0	0	0	0
FLJ44881	0	0	0	0	0	0	0	0	0	0	0	0
FLJ45079	0	0	4	14	0	2	0	0	0	0	0	0
FLJ45139	201	2	4	4	0	0	0	90	1370	0	0	0
FLJ45248	0	0	0	0	0	0	0	0	0	0	0	0
FLJ45256	61	2	2	0	0	0	0	0	0	0	0	0
FLJ45340	6514	208	0	0	0	0	0	0	4	4	0	0
FLJ45445	496	5	0	0	0	0	0	0	0	0	0	0
FLJ45513	20	24	8	0	0	8	8	10	14	2	0	0
FLJ45743	0	0	0	0	0	0	0	0	0	0	0	0
FLJ45825	0	0	0	0	0	0	0	0	0	2	0	0
FLJ45831	14	0	0	0	0	4	0	0	0	0	0	0
FLJ45832	0	0	0	0	0	0	0	0	0	0	0	0
FLJ45872	8	2	0	0	0	0	0	0	0	0	0	0
FLJ45964	0	0	0	0	0	0	0	0	0	0	0	0
FLJ45974	0	0	0	0	0	0	0	0	0	0	0	0
FLJ45983	0	0	0	0	0	0	0	0	0	0	0	0
FLJ46026	169	2	0	0	0	0	2	0	0	0	0	0
FLJ46066	0	0	0	0	0	0	0	0	0	0	0	0
FLJ46257	0	0	0	0	0	0	0	0	0	0	0	0
FLJ46284	0	0	0	0	0	0	0	0	14	0	0	0
FLJ46300	0	0	0	0	2	0	0	2	0	0	0	0
FLJ46361	5	2	10	2	0	0	2	0	4	0	0	0
FLJ46446	0	0	0	0	0	0	0	0	0	0	0	0
FLJ46836	0	2	0	0	0	0	0	0	0	0	0	0
FLJ46906	51	2	0	4	0	8	2	8	16	0	0	0
FLNA	69746	1876	1470	1292	1036	618	1478	2430	1916	2324	1096	334
FLNB	7524	2492	2496	1960	1442	1178	2682	3300	2698	3080	1300	986
FLNC	2360770	109306	126069	44872	27822	31548	108203	206470	56454	200000	1246714	114378
FLOT1	14199	598	758	1990	1200	810	1647	1684	822	388	202	72
FLOT2	19177	956	1210	1942	1218	1172	1806	2778	1202	332	604	456
FLRT1	31	2	24	46	14	8	22	4	28	2	48	2
FLRT2	6627	1712	1924	502	402	698	676	1614	510	270	202	704
FLRT3	2519	34	20	44	52	112	22	24	50	76	30	48
